Gender,Major,Study_Hours,Sleep_Hours,Attendance_Rate,Assignment_Score,Lab_Score,Class_Participation,Project_Score,Midterm_Score,Final_Score
Female,Engineering,39.382838059759976,9.851786028629512,92.15219561933901,96.63764695301566,55.602882415146034,33.410465208656326,97.28367685254022,95.72922176108739,52.088479708374635
Male,Engineering,24.839552717826262,6.909008779278069,65.48593952610973,51.006892447464494,63.1034833431377,52.18308753051893,70.4463617878336,54.55181574727209,32.137405723094155
Female,Science,30.961207769409835,5.937389849634306,83.2279633821714,57.68918527566081,96.57896704426814,58.565433542879916,83.0984919725317,82.4104588724278,51.219509721545165
Female,Science,25.377247112949576,4.729428411080759,80.22035041559455,94.30856470279966,76.62256358690152,0.8495578607209509,73.24273904066354,70.65972394013988,50.52429602819619
Female,Science,25.655037725676845,4.295290485616082,65.76315144052798,72.92592810935076,90.09842714097775,76.10059829495553,81.52943486542718,70.28096951277212,48.01744102626563
Female,Science,26.908278765313607,4.623796085491765,84.9599394211593,78.22953194667318,82.62109004273994,71.30142918617408,72.47994530038687,83.97759182863419,55.823069587311394
Female,Science,32.22133771633713,7.400689976517225,70.94561671443087,83.15136018615738,46.750187831597906,36.62863862065222,59.431612321203744,53.354686631493934,30.345760555640325
Female,Engineering,25.212513783365225,7.7630875348449,79.51337274176049,83.95333022478187,84.15522438243693,5.2935935568818255,75.39487080016904,79.68528914757172,37.78118500788923
Female,Engineering,42.55756125573521,4.628213946951799,63.29089297108248,96.58702016582541,56.50593289354747,75.49325397850504,76.42921007187212,88.60158929861774,54.881654032332044
Female,Engineering,21.053926977804963,8.342557471114173,78.38336228854493,99.84747087058349,78.34647081968238,95.51751604781325,90.53019241300805,91.41063789432971,52.85262620856316
Male,Engineering,28.13128355838641,6.2754084224748405,72.25853872171281,86.00787304654702,60.45771841857931,24.015159602201418,86.77603528967906,58.526519469688765,49.05403478982913
Male,Science,25.60268941725825,7.220189517978324,92.89524844741418,64.36106046025753,99.86033579587955,32.35246137370379,83.1895811970722,94.87095250390868,47.18997109940042
Female,Engineering,44.46977884353733,9.418330942383136,62.27914907989473,93.98762011471717,55.81308876980667,18.381288948181496,55.66935477762863,82.8073045923721,40.343088427843796
Female,Science,31.965547765115748,8.345258973798298,76.7442909967332,52.46104572703808,56.74782824645618,57.693612334483966,86.03081453318575,94.09274004103415,43.99252726228355
Female,Engineering,40.31844539468635,6.597204028141252,78.33725696525752,61.55404264372481,95.8403353337439,15.484139464745494,75.01525781772574,74.26403585550992,38.38575481150893
Male,Science,15.144396269630281,5.663211661877069,89.00024305196474,94.86928587318575,41.47866427817936,35.619394346137945,94.70497680530796,77.1016672548601,36.17464521141366
Female,Science,32.67050265869259,3.7722768980060426,82.97150300360843,62.80957572196775,81.80133927239181,69.70130139342629,95.99354670652714,95.95191385143356,55.47191055879892
Male,Engineering,38.89630795623437,5.92127002113637,86.68849348776725,61.03255298108742,83.51958344415269,56.01159830093484,52.757829530089275,94.99547716773358,49.47918950760943
Male,Engineering,30.822839892754242,6.6833046417584585,91.08197142607025,56.906264657012365,90.18271464462396,38.64625643279352,91.03207801772393,72.4080436684501,47.86251163984081
Male,Engineering,40.654803750653514,5.519230709273224,94.48811894632755,92.95558788234582,98.46635863830852,42.02496018075419,51.88486952113353,63.72063158178409,37.65020482965943
Male,Engineering,24.827115498996278,6.803114549361543,72.55501986889882,75.00291295955434,98.53611514939914,56.21108826232295,68.35848128475114,69.6585217282132,42.58798657146962
Male,Science,44.0934744018558,7.115277824438152,81.52090821455612,83.74466015270774,43.916605453987835,0.5864727887161303,77.11499878105396,69.38821642648749,37.03369996184155
Female,Engineering,52.9889812361925,6.662716027287882,93.604323137568,61.953319203751484,89.31035936517415,7.8509868453609855,57.40503993135637,64.34334374913969,50.50059722920013
Female,Engineering,26.37161439560341,6.02499612876481,99.57804523860226,87.90202105056082,78.77859601944289,88.12580677630116,87.31569062845384,63.42898021664833,44.94076327357056
Female,Science,25.54497478599228,7.2529820079500915,95.58077244175053,88.00027724810492,78.84052806238547,7.787898909129076,50.41773520860693,93.05314682398597,35.76762494224308
Female,Engineering,44.53384477117701,7.662910974354114,74.85869050497507,65.629901245415,47.70099559688169,70.68035962105051,58.42995242170184,53.49309603423308,41.14193128355503
Female,Engineering,45.795721457307124,5.364401383835731,67.80666068874602,70.53413165051414,79.01122998673921,92.00381641090526,79.03984149267379,83.88055910497971,48.68506732824005
Male,Engineering,24.771399728467316,9.116398569619406,79.57570149626355,60.484513871510046,98.94895483607488,27.06836043017311,85.71937810186462,58.641002572822615,50.6613447571708
Female,Engineering,25.798131829041427,6.852117801573607,89.66565807344169,98.82805116614522,94.70911417236681,37.04914370595142,95.83215513469581,67.22529466970316,45.898715193180394
Female,Engineering,27.182153911394927,7.028274434417272,79.7027628301319,82.28012885292058,66.34783964829103,56.892140584471626,85.27483259673119,53.077151706741844,36.4281227089411
Male,Science,16.55549488965723,8.062321634884835,79.32723453254674,96.72719403577577,42.39687839716566,88.17089696385847,83.5889635127433,63.4986818427731,31.508693961589913
Female,Engineering,20.813480535158018,7.349824196895252,93.52921684327202,65.16927718145666,61.73760940001229,94.19055872604201,69.71705731753322,88.4210535558621,42.624594414342056
Male,Engineering,19.95859233247932,8.429704950869867,74.45615116268746,89.09454564984449,89.5834186960333,73.9563248111268,50.06422127634007,94.25076622736293,41.63497472499264
Female,Engineering,22.322024348958713,7.430686247802736,94.39178699246582,88.2929321942371,82.08994608790996,8.661976085469403,56.0079629367811,61.07635759511835,31.300856192467197
Male,Engineering,29.653151126132187,6.0813439380393435,76.27219203806894,84.58278259332707,67.56061933563738,66.91541555348508,76.72772723780196,73.17739196294609,51.46897202220861
Female,Engineering,32.342147325365204,7.542255287809152,73.12932422713358,98.28194876334001,43.306092109529864,41.03037218726621,83.75649429222099,73.51620239686032,48.41109916377861
Female,Science,45.50500492814077,5.2844106890190075,78.15959644798795,69.67776680531577,65.61368366939816,47.07009994910616,70.87241419482312,93.6787652879867,47.76223100387176
Male,Engineering,20.01645959261209,7.162839558664785,90.49787834699474,56.53586617948787,68.14149638307302,4.914839034517704,86.53395057641951,88.13995264379028,47.18534295121826
Male,Science,39.843223984765835,6.950155014033308,65.04008111455977,83.58544296220305,95.71333197364817,19.106213934635818,76.09311476660893,75.6538609184025,51.9306032834082
Male,Science,27.86011155774491,6.687824714091191,67.8567686348807,86.46549002386031,78.46516621492957,79.05136075336478,53.70880977971561,83.53736002358866,40.47700713706894
Male,Engineering,29.50536290347567,6.807193732841604,98.05779302652368,78.75302867294073,58.69917499927894,45.395883304785976,59.60081254839744,92.36775269546834,37.19995765300675
Male,Engineering,36.74819492166604,4.1772264317535415,67.0196650952543,60.34089465666982,71.51909586704329,30.166224163114887,91.99991116219715,50.47694770127725,47.33720029848841
Male,Engineering,18.772779784377015,6.176912638388558,82.70909271724219,75.22279708346777,43.96331846932961,38.401907396495815,86.24563733122199,70.14450155250243,41.2067873113838
Male,Engineering,33.82409746184051,7.1392673517116725,83.1725786664775,65.60948682845647,98.35409413898421,85.43995133256801,94.73809935062475,95.36215836385394,54.5587352108359
Male,Science,31.66452208213056,7.239784587996101,79.58497848200979,71.37332640833445,61.60359411584356,74.8999017404957,55.87786245604683,87.01565154219756,38.6529290947801
Female,Engineering,34.92451264008149,5.458487288611063,85.78980994307274,82.26092879223319,68.67204129478814,27.231539718108277,99.51112673075369,77.14206871670373,51.54114931471583
Female,Engineering,32.89168643907818,8.898561761297051,69.19306903190474,87.26073713454173,61.31703845421536,11.750184021237331,60.47033569749668,76.48222635175668,37.60313272351511
Male,Engineering,54.55300139910894,5.7007377276782485,82.10649071106992,61.611234545067155,80.950703806972,25.19982216440717,50.5889938143321,67.38850488022189,43.66493508923955
Female,Engineering,23.62260015748684,8.454185800790105,74.88693020987589,70.26626803234767,79.73392949977558,92.07564510547337,99.8711469526777,76.02602668207572,56.28519646629565
Female,Engineering,24.690030449981823,7.640791542807527,86.46669038516757,63.45807854958146,82.91933863174813,58.15888378497554,64.05369427225565,82.76915997317266,39.192771668840585
Female,Engineering,23.768594735752355,6.0306590352342955,65.64894173492598,59.93158069309345,56.08859377671525,53.34802087447829,83.40097262562799,70.91815192143966,32.65012129139255
Female,Science,24.445228808397452,9.662966338914268,82.83509667357905,89.16936099979192,58.94010886984396,59.63935996924615,58.83411570881526,85.7076573196087,37.12791859535966
Male,Science,23.626128726934823,5.2095447523652805,67.41081421533295,95.46263472184961,47.51507386577248,36.60282657465152,79.01142660995708,93.0616113630193,48.78588432702163
Female,Engineering,41.89016531107552,8.378731260415002,71.14572252460145,68.51160928422884,79.33059831076676,80.71070203195127,95.20174932272796,57.73424240924306,51.56423122492895
Male,Engineering,44.20504247989855,8.500873477064466,68.74839201294333,87.56394621868834,42.38782764013915,52.32862493002498,66.00905837142193,72.57735114087123,44.13078616444115
Female,Engineering,24.29253706250524,5.994069686385033,67.31351119475268,94.84976446822056,75.86094013140755,11.674790276879554,83.51269880221795,70.40100456425405,41.449857725063985
Female,Science,21.676444268957713,9.088697950096494,93.02843806242669,92.30621052651158,92.18175309109803,12.906512482906296,59.395179439920824,84.37324020248641,45.33504597925171
Female,Engineering,34.71415556386404,6.6249302281015705,71.42830270643562,59.140669426961296,93.44992889737802,53.685914650261836,81.23976993593627,62.49337326289647,41.581308494511816
Male,Science,24.477769557190285,7.4330404439197855,97.08495127457797,97.81459407566807,66.94226562219771,93.65702180708392,66.8225175908755,82.01254574761381,47.91987097734787
Female,Engineering,36.32931817755511,7.390482758156831,98.79706101380764,68.83382202147313,67.55822129278442,30.835212167619876,60.560412929397586,93.8744620865744,39.96577365553421
Male,Engineering,32.029230208513,6.798536887794178,82.8504187974839,66.96203305869182,44.61815098048104,86.95411688592183,65.65910253518176,70.90657998968113,36.768387570187386
Female,Engineering,14.84255885002768,8.216212409739674,65.72004490662906,53.121566363889016,80.24590152658214,76.40955865788793,58.94205342538997,95.550784998961,36.99701508236188
Male,Engineering,45.47505201330061,8.19023308082832,74.98192973518326,74.30868270524415,89.27556522237073,24.781244290690687,95.09580539189415,99.65818694667392,52.250898484338485
Female,Science,47.95877673095522,4.377202040142729,91.90929053392856,55.45068078204643,54.67930327628278,3.6340748316242455,69.85934431585645,55.3046024973976,39.52519318741781
Male,Science,23.872113095156138,8.956510364317229,74.69562914788281,62.4269910463713,65.27805289800187,10.184726514238275,62.263965248718364,61.652659399242935,36.93760317687944
Male,Engineering,26.12298440064016,4.506262017946488,63.48068873211155,65.84713108836407,90.33036020591622,72.84939338474402,72.42039205079664,97.51898757410466,28.509943241605825
Female,Engineering,32.85865390724905,8.548819306512486,82.27139643712752,90.4413161745842,92.62722805973729,19.96697380406467,66.02680834032478,97.91638432406934,44.155562510476415
Male,Science,33.34456789987025,8.690057705241376,93.8048340598414,93.77443251979483,54.59079881585356,37.12709205053938,87.2209626906663,54.88536376933793,42.65256362642681
Female,Science,36.5854427267283,5.363550354677203,91.8370554857401,65.12331587307348,73.03423807248186,50.16991660064248,98.56099559427471,50.749925018856835,53.5291745590346
Female,Science,50.102045387663495,6.383778568068123,67.00492560521413,92.93490606222869,51.54958903814962,72.54681684501628,71.90168283488234,58.055001162821114,42.53092644402295
Female,Science,28.230527725059506,5.341442997271097,86.91058457649866,92.86154686848955,46.112725848373394,11.323122325912538,93.05166999861203,99.80063916911242,46.937523003041264
Female,Engineering,22.017027554615463,6.677618454566897,68.82017053742588,88.23254751924367,94.66723008351745,40.636640527746145,78.29315367798097,58.99998083053434,51.71618146000988
Female,Science,16.20680771985473,6.537948573721388,68.7283013820869,57.334755700759075,89.23045025392655,48.50729091426954,57.861783254711675,75.12738033610115,31.5176372526715
Female,Engineering,22.69069960058081,8.16949079840401,94.96287093220741,84.51614234503646,85.60209410819044,54.08270639715397,84.53113710406708,92.42088632152556,50.23966257864893
Female,Science,29.668730271262028,8.965463119179413,69.98675810960921,97.25120322902845,42.92597912878843,81.83606413952167,75.67172485629101,51.02008053441032,38.96963807186772
Female,Science,47.94557863517788,9.093525716184935,70.52989386072045,84.12702393835785,90.62372756261544,17.16781950432169,82.53032616260518,80.22444911292297,49.21383332075436
Female,Science,24.823887009638284,6.156747960132547,60.02613563045198,66.58084245539169,66.28264455432303,80.78314518266222,94.48437062858325,63.851272443481214,40.77942038084212
Female,Science,32.237879516388986,6.686167189383208,94.8267613650207,75.02896587154157,60.543707397751575,69.28784276966522,72.0217285328023,93.11674582198657,42.34763352553525
Female,Science,29.83577103927248,4.4748427116685745,91.7037925283654,82.28625216755268,72.78858166152258,55.58708141989593,95.05888116086778,64.17305746320396,60.61651883366288
Male,Engineering,41.88393273448084,5.791194900255717,85.09315740362712,75.52852043642518,45.481194563413354,69.95278704025719,87.53345071408275,84.33778601409544,52.56242883062822
Male,Engineering,55.26932425873622,8.447277449646187,90.0106305575537,55.99764708654849,85.39879296114393,41.20177389516564,74.43024629389924,83.71098162236984,56.041131870265446
Female,Science,24.691312270796793,9.423374235322347,66.08194269697967,65.60320223260103,74.94610461329776,13.839758596812457,80.16110678289819,61.074677442982,42.55280821562281
Female,Science,25.10560557481778,5.148476692180116,78.33294378350303,90.11980152768163,51.19540581239005,66.57652402653673,66.27905662595057,51.73995999341751,31.453665965156258
Female,Engineering,40.44160877069072,6.1113036112706585,74.04877549395124,93.07090230477587,51.29393198614274,52.46723066856222,99.17986498693871,70.46247868926986,51.79046814814497
Female,Science,36.81891489626312,6.96039136456161,63.75106105028066,56.86500163577851,51.05491909436046,63.93748005427755,83.36755815251979,64.45965759829349,48.301008083069185
Female,Science,48.46707325736034,7.42024173822941,79.44521940859696,97.61933761993623,43.42014325311604,33.799878102849,52.1923426248315,90.44888748068543,41.37864508132132
Female,Engineering,35.839281853259635,5.785594720117531,96.82958601370541,66.44113089243046,75.26790696230108,90.6866577339836,66.33109528740044,90.01820942276726,52.166979557711976
Female,Science,26.407079092129404,7.636091566696135,61.602364762027776,83.11568693653601,90.42089065531049,58.736986857557696,81.16572168795287,72.85119760963127,50.729948642333994
Female,Science,35.90654830692309,6.289240979393626,71.65843653975176,87.59125729783406,41.04989283924331,8.540248429087383,52.81666388996199,80.32561126616095,48.21943719882061
Male,Engineering,41.087035805829075,6.9783215936825815,68.30163744822813,90.59731173189417,42.940278698276416,44.980399070442864,51.19420956595714,80.21297579934625,40.286336515797174
Female,Engineering,38.204821811973645,7.819426372005549,69.52586614662785,97.2874851112965,74.36621660121675,75.63560547436343,72.50121197639012,91.35790742138117,45.90750496160141
Male,Engineering,35.07274031107298,7.009633404716407,96.33738207517501,65.64597740144113,89.16974112316313,79.41345617322723,66.6345089846335,71.25012070615988,44.377947023922715
Female,Science,40.666746895891535,6.345421164210147,78.7227621693716,92.92532272757772,59.60433343411802,49.45970527637588,71.9149304016583,63.77233398952545,52.987591788655735
Female,Engineering,41.692955904456724,6.835585294111254,78.65197651759274,56.584345171810355,60.97686392846333,89.4747570831301,63.13466549400026,63.25174590702737,34.107979245078525
Male,Engineering,43.82158991037527,6.867455561191997,90.42302569821129,85.25204531767963,75.78078984980655,26.766843719429755,58.235887347149045,76.80961396411021,35.29386919630866
Female,Engineering,36.48709887589643,6.444983455176809,66.17968816019703,87.09888647569929,56.45277334744882,41.05986972382666,84.45716784901688,72.45741013661063,46.63499465090989
Male,Engineering,28.328819196831457,6.611805905999346,79.49061416400204,83.88616206006603,41.596501964661044,89.859691056897,75.72855581339002,72.00603854924681,41.25081302943376
Female,Engineering,31.467136864333227,9.397970755757076,77.19940856484239,62.61573680675765,84.11371108609576,89.62567164715789,60.00771056246834,54.55686695448536,42.57209152184673
Female,Engineering,42.06508966508357,7.841379171911858,83.87642762186624,93.65215735076018,77.53899477648719,68.57127688246808,65.97947131299992,85.93018703450977,55.19040228832331
Male,Science,21.83064329012764,6.556779522956259,99.98230813001754,58.44292316851975,74.84535994333955,85.89805471222202,79.5903953831663,60.68683439909553,39.131439300609834
Female,Science,33.686733088729014,8.045431606766103,90.77795576328188,52.681739576041544,84.50104773950939,8.877326695623267,53.61146741362389,59.84768151043607,28.185997541274133
Male,Engineering,26.066611876726395,6.499270765365985,75.91462812069709,85.87324953059561,80.51385025372225,86.49949762077763,57.37265046330898,70.63791601386967,54.13623380425295
Female,Engineering,30.287448229348175,8.759686956379962,93.10212209096187,73.77378576163669,52.35291929069927,32.061990655022676,53.662280205369505,61.38891708089007,32.00534627579676
Male,Engineering,42.78451862607299,7.554463288297141,66.82833453249921,92.4549009979338,61.14886281660107,17.833151242821632,90.61586663570594,79.19291336540077,44.02033815257676
Male,Science,31.910990680199035,6.839046783993656,61.21854745235841,69.16985705291295,47.5666085007175,23.936983634204633,87.62046166060045,68.57316696672358,47.14296192107635
Female,Science,30.464365481561487,7.671575388715416,68.17793489857092,58.41392942538564,47.79142080507286,41.79685080138871,87.66564659396286,72.44558612963951,39.66785337157584
Female,Science,16.401438590200808,4.6436857718972515,73.61646224457039,91.82210962349349,80.57174478139235,25.119200460446724,85.8162671738014,76.85846608020144,43.411835805534004
Male,Science,37.46253566027221,5.309848796635292,80.42323029838239,77.44548158200358,91.5160064189499,32.0567586016499,83.46927118349346,60.17677612409024,49.46825928059163
Female,Science,36.45484181141075,5.2091124904014166,84.60516562164798,59.45978961951774,97.76395503166833,13.497848607164208,73.84959576890876,57.78758114327649,48.432909341016064
Female,Science,51.6325472330546,7.21441464214556,96.42422868857687,86.0191999293223,77.70082705296667,29.617676555899852,82.11390817535575,94.02109514368024,51.67899341629749
Female,Science,26.922217650469992,9.598772499227637,80.3941603820183,75.55568192447502,51.04607940165742,57.22838145420012,51.91807773939873,71.68618514157106,45.88870831307496
Male,Science,32.19150327663939,10.34695021928895,80.05102578502917,80.215649112016,46.33902072693584,44.185370809106395,81.07322113283922,70.60468048162696,32.60983487853134
Male,Science,32.49383683710755,7.957076652161136,62.009720392919284,73.04491691032909,88.77105829220547,34.67187612359112,88.89388527684386,51.780607513642074,49.238452509171566
Male,Engineering,45.77453279763475,7.751266712416685,61.396462106248954,91.43544919090033,74.72538858159996,74.6452128857114,75.01791801921951,74.89881512936967,47.20413041107693
Male,Engineering,29.04704467613048,4.298413398770892,82.04639847665489,91.4781357841525,77.0971012608232,89.3509971393318,67.87566642136184,77.70848608055,53.953300822388094
Male,Engineering,32.790215257703395,6.185989300398967,77.52714452993378,85.46944109121931,86.88772532528256,75.6789222902397,63.87133674004896,77.94204354773332,48.03723347735622
Male,Engineering,36.078965097165394,5.818324372137642,93.56721579921194,55.27006886982311,82.1966336639471,33.200070211767915,82.14010250810412,85.35155846614421,42.64024286195239
Male,Science,31.86609123156358,6.068728602623326,66.42718338847381,91.94269309520345,90.0674951713658,74.44421678375537,84.64005993149544,58.87409174955059,52.49388973886817
Male,Science,25.535663854494718,6.747784272122816,60.99886648468198,83.55064902664549,43.372834327592706,15.19801824740512,93.54837999312713,62.61115671153094,45.36175634451548
Male,Engineering,31.940899928983075,6.291864133454309,77.96155071720503,84.85120830021498,84.85123820479029,13.031798809129091,67.11670412304954,90.53652326152064,48.68381687152668
Female,Science,40.73631749859772,4.0310502844363185,69.4991422700903,68.14914202019358,91.05116543932573,34.562703703615895,88.48861536927927,97.3585308421697,46.20026323907449
Male,Engineering,19.7348470058894,8.121865384176301,61.984574933553496,93.96397780785034,57.16810254749886,80.7702369044057,78.06779120946689,56.796637368366035,39.96034183319173
Female,Science,31.32969674146876,5.39088546139029,88.98393147390516,86.26858001174287,78.42683643959518,24.634824724230185,94.14182453390396,74.88247772526091,47.7954287770669
Female,Engineering,22.998791850608267,7.3588702961667245,64.4637199982899,55.629523326459726,58.84972383021832,6.325340889867959,76.39060541478104,60.708812636979346,35.669646145092166
Female,Science,41.950466289248425,10.11112400462496,84.33278000031086,70.38890172030813,97.47826398894725,13.170953520635509,75.88149141989837,53.00365841774912,49.501809321683794
Male,Science,14.768130952162252,5.620923112620365,71.24199000667556,94.31901809800709,42.00541434613022,85.87449685295802,78.89385407204546,66.27516690630677,30.674244760278704
Male,Engineering,24.410781527284115,3.204568715880505,66.93984201420088,52.35983508486895,74.7875706299773,63.37832847472876,87.46576775712171,57.18438125921064,42.917157573908284
Male,Science,33.772118750645205,6.570993667179834,75.1900609167727,98.07083098210248,49.9902128229709,25.320116336997668,98.23452394142305,85.49665367171232,47.11996152931316
Male,Engineering,45.65524029234341,8.651439452497856,92.05783104891815,83.95812841597814,82.73321231062951,55.52958253281813,53.67816771078828,76.68627068357222,43.39050310726639
Female,Engineering,29.34249738927012,9.93752118133089,75.6837430761829,81.56879888216884,50.55341700511973,52.75796224253504,52.67173011955086,57.191723549515544,34.20051976495669
Male,Engineering,24.448004733068018,5.155675608321374,90.03078596844223,63.527962824399566,54.12299571390145,65.54359784406613,96.87751687036692,50.46207942027572,40.310037819078005
Male,Engineering,48.8115706944059,7.745048834854782,65.01945187196603,62.439589436958855,69.66224866274548,23.31875544216163,76.49378127591031,90.40785245121063,29.96047523118344
Male,Science,15.51986099583756,6.30203431482992,90.91085678660316,97.10291097442978,94.89009699981268,86.44029871943977,80.7451507283468,58.80972030821238,42.654147485134025
Male,Science,8.011940433799182,6.841077468543796,69.47733299626594,64.91362271170614,52.702862328878254,30.936856208001284,74.12118007973645,80.3108321110383,30.869986269089914
Male,Science,34.40014450053332,10.966515020525552,87.0957251955549,88.77526483594997,48.654401267086214,69.41316539762369,54.68287263037372,66.84609565383728,44.591912601716935
Female,Engineering,24.979457756473888,4.745544507407271,82.63126219363986,69.65608991035396,85.53860991124183,1.612464637221489,88.40446892093333,79.27429691575178,39.60392561433289
Male,Science,19.78767182869287,7.38060949224186,97.1657886884675,56.9627035392352,70.03717194003586,37.26571298941472,87.36123225442935,65.7826813491162,39.00088475905152
Female,Engineering,37.08356447299353,7.70153975764815,75.49290071901257,50.53576488476795,94.70710674290629,35.17098179588083,65.5851660746406,54.34697803461271,49.42097655061705
Male,Science,32.43800713771199,8.62867948740902,62.64660755337762,77.21286685076254,48.79687342959053,54.348442858301446,65.31196226142002,61.14750042788768,45.26803779652824
Female,Science,24.359213692632714,7.1469747302063436,60.76621942205011,98.78894092744663,78.75567358138235,7.27362617771965,91.89206904527592,59.40292832395378,49.249253173984805
Male,Science,17.196956013291057,7.462075809256153,93.07434243891012,68.45680969046023,53.972748769108904,79.01313737261083,53.61786288706633,71.40096762198219,34.06208485569811
Male,Engineering,38.724573282801444,6.412527148867313,80.98942550645728,67.85961669965224,49.40562571909836,21.778080176756852,94.0552574178283,82.91418917130787,48.37417735081298
Female,Science,36.50201177958661,7.403690411867661,91.00976207339798,67.20458089247211,81.00576490943624,67.70378148820102,62.83308449479572,63.19030374731788,42.783114330477574
Female,Science,29.00824136220617,6.485211586753884,69.37702400046058,76.02719186524293,75.62107719452399,80.32121232440932,79.64923738777469,50.6034967650309,43.21280378870938
Female,Engineering,48.466369960476655,7.932357834784076,73.80334982052935,72.03324417121468,85.28964750173986,56.18769562415131,96.79970895008888,75.94686821323785,55.72527712940125
Male,Science,19.299152336738473,6.445584495934549,61.204154888452756,93.99573133635073,58.567754586770945,74.08832067219855,83.90612507683232,80.2879744679486,42.1516656582479
Female,Engineering,14.74474829075261,7.56565059085328,98.45969298296448,75.27603958617452,66.8782993829314,66.18603122150056,70.72149062335183,98.14352470009048,50.00276871496139
Male,Science,23.080919301187556,6.956105779472533,86.71471626803253,75.38789190942845,64.32830057982511,35.55297971520076,84.47671044527075,79.47354015466235,42.16339059659875
Male,Engineering,29.544139836445023,8.689075376158252,97.32820351037225,56.91857973602783,99.04536783799085,80.88585390335653,67.19898181581851,73.55862796890709,48.569135155124144
Female,Engineering,32.43339449322692,6.922909414617271,70.6198562971629,99.1369770455193,57.534937404363276,29.4701369885528,63.862920817459305,78.6700812948852,50.771716292023996
Female,Science,27.587639421436702,4.340451297689678,84.45854444902643,62.498644543441486,57.689034300806014,57.12129177515172,99.83416389673398,96.39503149310136,52.10537188168013
Male,Engineering,33.520553965142966,8.892882251070988,87.1399987317055,53.66820337298013,61.272892529716444,74.53977391415395,87.53951155898939,91.41890728008232,39.849456948871776
Male,Engineering,17.48460575809556,5.641401548706072,72.70198801030354,83.15731244876045,73.87564487741929,37.89559098125076,82.23599886909088,66.1489366681904,43.81719283032256
Female,Engineering,44.437646040732595,6.019350492026771,93.92436940062521,79.76831850784363,55.139364655824714,30.276760761742505,67.76448216096594,61.86271818285687,47.461380582674536
